4.5158451e+0, 1.7225860e+3
4.5052817e+0, 1.1622909e+3
4.5052817e+0, 8.6032307e+2
4.5052817e+0, 5.9409726e+2
4.4947183e+0, 4.6056718e+2
4.4947183e+0, 3.4090999e+2
4.4841549e+0, 2.5824083e+2
4.4735915e+0, 1.9114364e+2
4.4524648e+0, 1.4478822e+2
4.4313380e+0, 1.1755941e+2
4.4102113e+0, 8.9049356e+1
4.3785211e+0, 6.9030756e+1
4.3468310e+0, 5.4765207e+1
4.3257042e+0, 4.3448884e+1
4.3045775e+0, 3.7814079e+1
4.2728873e+0, 2.9999611e+1
4.2306338e+0, 2.4356573e+1
4.1778169e+0, 1.8880106e+1
4.1144366e+0, 1.4299822e+1
4.0510563e+0, 1.1343768e+1
3.9876761e+0, 8.9987889e+0
3.9031690e+0, 7.3052896e+0
3.8292254e+0, 5.9306542e+0
3.7235915e+0, 4.9270008e+0
3.5968310e+0, 3.9993445e+0
3.4595070e+0, 3.3222588e+0
3.3221831e+0, 2.8905375e+0
3.1954225e+0, 2.6341230e+0
3.0369718e+0, 2.3453510e+0
2.8890845e+0, 2.1371829e+0
2.7517606e+0, 1.9931390e+0
2.6250000e+0, 1.8588540e+0
2.4771127e+0, 1.7335221e+0
2.3080986e+0, 1.6165528e+0
2.1073944e+0, 1.4391780e+0
1.9700704e+0, 1.3421789e+0
1.7271127e+0, 1.1947797e+0
1.4947183e+0, 1.0154922e+0
1.2623239e+0, 8.4336399e-1
1.0827465e+0, 7.3369069e-1
8.9260563e-1, 5.9545428e-1
7.6584507e-1, 5.1809018e-1
6.1795775e-1, 4.1090148e-1
4.5950704e-1, 3.1114136e-1
3.7500000e-1, 2.5258707e-1
2.6936620e-1, 1.8263737e-1
2.0598592e-1, 1.3832983e-1
1.5316901e-1, 1.0973732e-1
1.4260563e-1, 9.5508286e-2
