4.1969831e+0, 4.5557280e-3
4.1784986e+0, 3.8416513e-3
4.1508566e+0, 3.2396273e-3
4.1232146e+0, 2.7319464e-3
4.0864151e+0, 2.3039139e-3
4.0587944e+0, 1.9847352e-3
4.0311524e+0, 1.6737080e-3
4.0035104e+0, 1.4114218e-3
3.9758896e+0, 1.2158868e-3
3.9482264e+0, 1.0037164e-3
3.9206056e+0, 8.6466399e-4
3.9020999e+0, 7.1375359e-4
3.8744791e+0, 6.1487190e-4
3.8285009e+0, 5.0761735e-4
3.7825228e+0, 4.1907163e-4
3.7548596e+0, 3.4594428e-4
3.7181025e+0, 3.0445189e-4
3.6904605e+0, 2.5674133e-4
3.6536399e+0, 2.1194864e-4
3.6168828e+0, 1.8652762e-4
3.5892620e+0, 1.6068654e-4
3.5341688e+0, 1.3844163e-4
3.4973905e+0, 1.1926692e-4
3.4514548e+0, 1.0275199e-4
3.3964040e+0, 9.2383815e-5
3.3413320e+0, 8.1309693e-5
3.2771237e+0, 7.3108005e-5
3.2037792e+0, 6.7152737e-5
3.1304770e+0, 6.4369620e-5
3.0663111e+0, 6.0397921e-5
2.9930301e+0, 5.9142331e-5
2.9105493e+0, 5.5497498e-5
2.8464258e+0, 5.4341659e-5
2.7639450e+0, 5.0992682e-5
2.6998215e+0, 4.9930664e-5
2.6173619e+0, 4.7863177e-5
2.5441021e+0, 4.7878131e-5
2.4707788e+0, 4.4925736e-5
2.3974978e+0, 4.3991791e-5
2.3241956e+0, 4.2168570e-5
2.2417572e+0, 4.1293555e-5
2.1776337e+0, 4.0433540e-5
2.1043316e+0, 3.8757789e-5
2.0173144e+0, 3.7954290e-5
1.9485698e+0, 3.5613151e-5
1.8661102e+0, 3.4138512e-5
1.8019867e+0, 3.3427514e-5
1.7286845e+0, 3.2042124e-5
1.6554035e+0, 3.1376012e-5
1.5820590e+0, 2.8820170e-5
1.5087568e+0, 2.7625730e-5
1.4354335e+0, 2.5922194e-5
1.3621313e+0, 2.4847860e-5
1.2888080e+0, 2.3315622e-5
1.2246633e+0, 2.2348443e-5
1.1513399e+0, 2.0970330e-5
1.0734166e+0, 1.9262495e-5
1.0504912e+0, 1.8658044e-5
9.7714660e-1, 1.7138187e-5
9.1297012e-1, 1.5910225e-5
8.3505742e-1, 1.4771112e-5
7.6632340e-1, 1.4008523e-5
7.0212572e-1, 1.2730473e-5
6.3335990e-1, 1.1693240e-5
5.7374095e-1, 1.0626215e-5
5.0953267e-1, 9.5543514e-6
4.4532439e-1, 8.5906063e-6
3.9023118e-1, 7.4013515e-6
3.4433784e-1, 6.6542593e-6
2.8924464e-1, 5.7330658e-6
2.5248757e-1, 5.0454446e-6
2.0654123e-1, 4.3007092e-6
1.7434170e-1, 3.7049717e-6
1.3295290e-1, 3.0914188e-6
1.0075337e-1, 2.6631931e-6
7.7668915e-2, 2.1984271e-6
5.9205589e-2, 1.8937884e-6
4.9857338e-2, 1.5632032e-6
3.1394013e-2, 1.3465882e-6
2.2045762e-2, 1.1115238e-6
3.5400406e-3, 9.1752882e-7
3.3916557e-3, 7.9032401e-7
-5.9353974e-3, 6.6642054e-7
-1.5283648e-2, 5.5008823e-7
-3.3789370e-2, 4.5408096e-7
-4.3116423e-2, 3.8289217e-7
-4.3286006e-2, 3.2285144e-7
