4.4898526e+0, 3.8365544e-3
4.3793058e+0, 1.9820246e-3
4.2871588e+0, 1.1150124e-3
4.1950117e+0, 6.2726394e-4
4.1119798e+0, 3.3813145e-4
4.0289902e+0, 1.9021259e-4
3.9460006e+0, 1.0700226e-4
3.8677805e+0, 7.2924107e-5
3.8171813e+0, 5.7691652e-5
3.7803394e+0, 4.6621754e-5
3.7434552e+0, 3.6103208e-5
3.6974134e+0, 2.7958892e-5
3.6514141e+0, 2.2595010e-5
3.5962573e+0, 1.8260896e-5
3.4952284e+0, 1.3554377e-5
3.4034417e+0, 1.0956124e-5
3.3117186e+0, 9.4408691e-6
3.1558720e+0, 7.9657470e-6
2.9451018e+0, 6.8675528e-6
2.8260123e+0, 6.5842153e-6
2.6611036e+0, 6.1150780e-6
2.4504076e+0, 5.6804766e-6
2.2579948e+0, 5.1102812e-6
2.0014796e+0, 4.5985777e-6
1.7357858e+0, 4.0509791e-6
1.5433517e+0, 3.5674739e-6
1.3967050e+0, 3.1410642e-6
1.2042497e+0, 2.7078113e-6
1.0026158e+0, 2.2851658e-6
8.7428404e-1, 2.0118696e-6
7.4593107e-1, 1.7338946e-6
6.0839944e-1, 1.4628618e-6
5.0745528e-1, 1.1824905e-6
4.2484727e-1, 9.7637645e-7
3.3299699e-1, 7.4031580e-7
2.5034658e-1, 5.8575799e-7
1.7679005e-1, 4.3473520e-7
1.2154846e-1, 3.2262460e-7
6.6158484e-2, 2.0623179e-7
5.6704243e-2, 1.5301834e-7
1.9459624e-2, 8.2469609e-8
-1.7869786e-2, 4.0813845e-8
6.5129964e+0, 1.9640736e-3
